id,price_doc
30646,5839999.3139789635
30647,4789977.884808756
30648,16125403.419675205
30649,3150870.1345572406
30650,4986594.59978595
30651,2736653.3872878663
30652,4889323.166900558
30653,6183831.29225548
30654,3663371.3124341797
30655,7698008.5697322795
30656,4115447.5629301555
30657,5996882.154385496
30658,8245206.9533303
30659,4542606.673620321
30660,8461361.895802109
30661,4817790.58348236
30662,6998242.488396925
30663,18039505.047498535
30664,9349897.023779001
30665,7632218.842799464
30666,2558415.4425614704
30667,4287651.653117873
30668,8301494.365751559
30669,4201081.456665992
30670,2638028.247510471
30671,8536104.70395546
30672,8004754.764407978
30673,9647957.383414509
30674,10991265.291482858
30675,2141607.0445818743
30676,8632872.53459025
30677,4516483.757168642
30678,14899061.389073027
30679,6714501.559566726
30680,7946356.490648214
30681,2331675.8292290145
30682,6884357.286851039
30683,8242023.150300617
30684,4910593.049884743
30685,7909341.165072188
30686,7393401.025314679
30687,4308378.694182055
30688,3920461.908421017
30689,9186187.607923921
30690,16714703.876872636
30691,4584019.980847987
30692,6093495.395966101
30693,8199667.55632486
30694,4671041.114131935
30695,5542471.78167369
30696,6326434.158070005
30697,8798601.482019823
30698,7730863.337106116
30699,4926972.258373176
30700,4170768.667232334
30701,7844020.722842983
30702,6421066.544088899
30703,2764049.5706366124
30704,8371458.666026973
30705,7835842.796875391
30706,14652152.276681624
30707,4272136.811346946
30708,12630746.428023761
30709,4646509.695471488
30710,7244969.13522394
30711,3706469.798462817
30712,4198975.521139018
30713,4685734.770745613
30714,6155382.383698769
30715,4484844.58630364
30716,8242023.150300617
30717,5972145.73523695
30718,9992672.708447775
30719,11970706.513593856
30720,7373013.303581147
30721,2518998.6056933873
30722,4692729.395210238
30723,6698727.845918313
30724,9670272.03858645
30725,7032382.749421299
30726,10829121.056273649
30727,7566093.604008161
30728,10009748.726532796
30729,3360486.1938302526
30730,5877415.41462053
30731,7622375.198318099
30732,5506049.4813931
30733,10344524.271852385
30734,5014963.476759625
30735,5311538.018068901
30736,10724942.44580136
30737,6604739.2232555235
30738,5557816.951899929
30739,3360486.1938302526
30740,6626430.512989795
30741,9508338.386186209
30742,5027068.445745515
30743,4203268.163340637
30744,8088637.664846095
30745,8609242.861809112
30746,5311538.018068901
30747,11435813.888412492
30748,13824760.75480935
30749,5070708.234706414
30750,5533520.918805458
30751,5076982.106223556
30752,6444333.713794828
30753,8890196.56355296
30754,5043402.199380588
30755,3702442.70014522
30756,13863736.373636406
30757,5591747.864061563
30758,8681970.91248708
30759,5899556.560740937
30760,3702442.70014522
30761,8095668.842995559
30762,7402023.753896971
30763,8371458.666026973
30764,6837098.784886354
30765,4646199.783636766
30766,2891663.9339471506
30767,9000735.609770482
30768,4692424.768280697
30769,6977994.121757127
30770,7632218.842799464
30771,2379937.402392204
30772,8920954.24559109
30773,10075827.215276737
30774,6157449.96489134
30775,9835943.47664201
30776,5337196.403640476
30777,6837098.784886354
30778,9087166.856228996
30779,6644728.667556741
30780,7103217.476638407
30781,5026973.032905565
30782,5749613.256316278
30783,6222294.7237936035
30784,2621824.566742109
30785,5026440.242163238
30786,4668704.808969836
30787,7550915.430833866
30788,5722247.179269964
30789,7696681.867268989
30790,6400890.317936467
30791,8338067.128966446
30792,5102519.91672454
30793,9515845.923744056
30794,10795895.321364783
30795,8402597.779614361
30796,11493682.667030545
30797,11062790.555274222
30798,2716342.847689277
30799,9201488.964198751
30800,15395405.123809567
30801,7622375.198318099
30802,15190676.366750555
30803,2741986.2704847455
30804,2826726.261571759
30805,10753524.758999446
30806,5014963.476759625
30807,6670589.459230802
30808,7663934.601379366
30809,3885328.5154816625
30810,10919401.700709533
30811,4297363.183879955
30812,5493754.678241596
30813,4653711.023464194
30814,3506898.3055617465
30815,5344635.114630382
30816,9603640.02406479
30817,1742325.9765389268
30818,7274250.248891774
30819,7496671.77905483
30820,5691825.189043537
30821,17923742.126522258
30822,7392136.052248616
30823,5542471.78167369
30824,3723226.5336705437
30825,6514413.184743875
30826,9225344.643133312
30827,7255646.137309552
30828,6016350.343260382
30829,6637394.109346129
30830,7705459.24690746
30831,4944933.305571591
30832,5404946.053721449
30833,5252085.759937847
30834,4151802.53536837
30835,8452764.404471176
30836,7202340.6275284095
30837,5648686.395162708
30838,4914833.487596893
30839,5320182.069255697
30840,10337573.514563046
30841,8479795.146303894
30842,6306900.427873914
30843,4813768.650198446
30844,13863736.373636406
30845,9454172.61227984
30846,4668704.808969836
30847,6734491.759070833
30848,8749322.886646636
30849,4202217.364022873
30850,4486601.985051177
30851,4902025.558286658
30852,10094361.948843455
30853,3115378.1795891337
30854,6114490.175031639
30855,6465216.3400565
30856,8039789.914292783
30857,1926860.3141496398
30858,5222928.255320015
30859,7248427.5378928995
30860,5181649.190368212
30861,6619423.809178526
30862,7091607.067123058
30863,7473301.2355135735
30864,6830159.9927341165
30865,7887155.290138964
30866,10136209.969231449
30867,5167227.602319946
30868,7724893.994698604
30869,4680218.494833121
30870,7597302.698198164
30871,7394753.144566693
30872,4579794.27357534
30873,3115962.306144881
30874,5021678.432547868
30875,5629485.947318998
30876,4223676.034295934
30877,9146932.223467829
30878,5973449.65069527
30879,12455797.746594645
30880,7622375.198318099
30881,1742325.9765389268
30882,9183768.93729157
30883,2510562.303192999
30884,5973449.65069527
30885,5602255.11513679
30886,8743207.692128684
30887,6288979.983268401
30888,5978640.988410859
30889,5672456.061699659
30890,8318034.777000663
30891,2891663.9339471506
30892,2891663.9339471506
30893,5118469.690213616
30894,5413783.887304049
30895,3850381.6938055377
30896,4997692.711104944
30897,9003612.764903208
30898,5339856.152238077
30899,4834507.307387353
30900,2762352.6404375187
30901,5824856.472385165
30902,1742325.9765389268
30903,5142625.757716779
30904,7040102.817492579
30905,6002441.952692058
30906,7086382.505309407
30907,10987242.302075287
30908,3539589.452532271
30909,11430513.222096158
30910,9297350.537788473
30911,4016398.0859792004
30912,5207539.293950877
30913,11175024.614923319
30914,5592915.268300673
30915,7750237.755422292
30916,5862483.465230717
30917,7080673.181555542
30918,5467579.241301026
30919,4550914.969736483
30920,5472308.734522111
30921,6005967.1150248125
30922,5768922.113305166
30923,3005273.098767451
30924,7946356.490648214
30925,14964932.129429901
30926,5221863.624267963
30927,8942394.251568178
30928,3919922.9661407513
30929,7255646.137309552
30930,10830294.084099535
30931,8861209.212731237
30932,4515241.770617428
30933,3816990.2886767946
30934,9825445.157654425
30935,5305357.773774148
30936,5014963.476759625
30937,9124925.131780455
30938,0.0
30939,13781481.965642098
30940,5341327.492558544
30941,6085609.884216438
30942,2826726.261571759
30943,6566716.63979974
30944,4505935.210034623
30945,4191470.9759478215
30946,13264947.459496578
30947,5989029.163163664
30948,7533995.020582194
30949,5600746.495997706
30950,6423547.311834922
30951,12998193.673408192
30952,10341397.945533631
30953,8732953.368900891
30954,3692103.6364532714
30955,5494010.69893097
30956,5720281.423116965
30957,5514355.639632278
30958,19438687.23668871
30959,8901075.252595903
30960,7878312.329430038
30961,7071042.403738789
30962,9781619.517575743
30963,3051180.9523169105
30964,3335618.108171753
30965,6578184.651704369
30966,11548733.145904858
30967,12438024.25417442
30968,4167344.712130422
30969,2695772.7945907777
30970,9761046.511691198
30971,10748429.028467296
30972,2695772.7945907777
30973,5215837.169093078
30974,4253143.06989767
30975,7894653.104983573
30976,4835428.3731143195
30977,5689890.7648903215
30978,8085635.310850345
30979,2781191.3698590235
30980,9297867.29716724
30981,6973502.669820775
30982,6966910.5198361
30983,3084935.654447848
30984,6002441.952692058
30985,3650399.0626377356
30986,8351305.172755085
30987,8765450.711870898
30988,6175154.926138901
30989,8530271.360392693
30990,11400257.498121683
30991,8351553.301141944
30992,2558415.4425614704
30993,7847514.51981185
30994,4785646.264619733
30995,6458898.100726197
30996,5311538.018068901
30997,8293836.123594698
30998,6685045.182687926
30999,7891036.440446192
31000,8663558.178308878
31001,8356685.208512025
31002,8366116.38000047
31003,9379824.952775635
31004,3350000.3435462993
31005,2246395.5522112595
31006,6396267.612414308
31007,5502687.478037439
31008,7134560.935540464
31009,5513595.532478201
31010,5984544.774184087
31011,3776725.4203707115
31012,6626811.884980019
31013,6983521.921035688
31014,10087153.793754874
31015,7411171.3206133405
31016,4247372.242529381
31017,7325942.986762539
31018,5653162.127890592
31019,4489378.531571269
31020,6541610.565683863
31021,10318381.576935524
31022,14288745.201014109
31023,7866956.455950712
31024,4416681.987278036
31025,5757181.906739237
31026,7080663.637910821
31027,4844178.215554401
31028,5963946.85240876
31029,9217041.781610498
31030,5048107.102849282
31031,8481910.127898837
31032,8947496.191788655
31033,12902883.357641801
31034,6085907.5242685275
31035,8228091.326389079
31036,6251297.737850388
31037,17309811.423269864
31038,4175446.306823088
31039,6724433.5726479255
31040,7976605.19627265
31041,4305929.003911309
31042,6182420.951172955
31043,6126409.700395723
31044,7085060.40670927
31045,5381820.425683149
31046,12164775.732921151
31047,10262736.191587672
31048,5984692.663794772
31049,6195482.09760518
31050,8314245.786993852
31051,5711363.551005443
31052,3084935.654447848
31053,13822603.01963107
31054,7336536.12838117
31055,6860323.227994092
31056,10882330.779231424
31057,7255646.137309552
31058,6788779.342184843
31059,2716342.847689277
31060,6882358.785834411
31061,7622375.198318099
31062,5853714.322189081
31063,2666276.228734404
31064,4418849.9427508265
31065,8700151.95991864
31066,4763984.498948812
31067,9624058.288539926
31068,4133830.289851922
31069,4948305.358807169
31070,4067618.8932906906
31071,2762352.6404375187
31072,7864423.156480102
31073,1742325.9765389268
31074,5542471.78167369
31075,7462366.338847219
31076,6627626.311139728
31077,5337317.713771091
31078,4052547.4151802976
31079,4865231.052441101
31080,5022925.550592436
31081,2577941.509539924
31082,11918113.907531902
31083,3885328.5154816625
31084,7325942.986762539
31085,10353200.767008927
31086,2764049.5706366124
31087,5166365.111060575
31088,5413899.416665318
31089,5243055.946647521
31090,15572139.356503237
31091,4598368.005117025
31092,6838170.2864069035
31093,7632218.842799464
31094,7312175.347940424
31095,4460355.020808266
31096,15621502.501358205
31097,11673270.915566113
31098,9226652.82330357
31099,10042099.820095943
31100,5223868.940606131
31101,5332741.396617873
31102,5891166.04943915
31103,10369054.801427769
31104,4983385.603427822
31105,7472717.465996714
31106,5026834.848646266
31107,12886894.397901658
31108,6528148.613080318
31109,4688732.592032448
31110,7301658.092883768
31111,10364837.61072781
31112,4880080.082816074
31113,2855924.882870645
31114,4422235.695578874
31115,4752126.655620016
31116,6466007.641704119
31117,6509366.368013108
31118,3115962.306144881
31119,2615144.5970729156
31120,5194355.911697275
31121,7946101.925923616
31122,8067761.8090223605
31123,4094631.5482455776
31124,6237831.103225252
31125,8799030.022937177
31126,13816210.76759824
31127,6228909.732375571
31128,5268214.427542254
31129,4804698.634226247
31130,9291133.769295406
31131,9636644.612523599
31132,7834770.050012369
31133,8458957.9253082
31134,6651910.06288572
31135,9816999.14442146
31136,9460283.214754328
31137,4129450.60676347
31138,5467784.825398555
31139,3081868.1170672243
31140,8743632.588861145
31141,7282001.159087261
31142,7325942.986762539
31143,4107230.715694611
31144,3084935.654447848
31145,5280464.641618308
31146,4781340.5984952375
31147,11413190.865484584
31148,6769880.369435954
31149,1742325.9765389268
31150,8749322.886646636
31151,4671809.311128868
31152,10075827.215276737
31153,4749049.763019087
31154,11922839.282669008
31155,6322166.203575908
31156,7444148.064067818
31157,6328045.351522846
31158,9150149.951727998
31159,8108596.116384325
31160,5532228.596646686
31161,3393596.776153194
31162,4882237.517209627
31163,5630651.903416462
31164,7092421.206708494
31165,9776298.146865714
31166,5311538.018068901
31167,5268970.876392231
31168,9990136.918082058
31169,6911944.413701232
31170,5139383.728993469
31171,10874241.372642744
31172,4646213.475257326
31173,8849014.366354011
31174,8793821.689019166
31175,13657160.856407654
31176,4049828.9709056923
31177,9658031.52426162
31178,4315966.134456557
31179,3943851.0554714054
31180,4133830.289851922
31181,6754455.644198814
31182,5395726.448755719
31183,8265705.1768786255
31184,5408920.375625132
31185,3383692.8757371386
31186,9056707.371830827
31187,2855924.882870645
31188,4624596.850915225
31189,4493030.6460037725
31190,7007272.529363379
31191,13404770.314749261
31192,4802735.7283504065
31193,6833723.170134272
31194,8431291.943799365
31195,7980843.415943494
31196,4792716.402556995
31197,12227306.076524297
31198,6592766.398573564
31199,5022925.550592436
31200,9161513.176357567
31201,3311025.7844019444
31202,3734422.925197159
31203,7622375.198318099
31204,2450867.238828514
31205,9890808.93390424
31206,6068254.332499881
31207,4093188.8525161105
31208,5541447.603176281
31209,4912337.939837055
31210,6781269.8728236575
31211,7969215.693382448
31212,6290360.8082499495
31213,9495754.383899659
31214,5341327.492558544
31215,4579794.27357534
31216,5973449.65069527
31217,7070159.908401322
31218,8822710.179111278
31219,3523423.212467387
31220,5622797.459668961
31221,3040755.5463088662
31222,6975276.924705406
31223,7711802.967280786
31224,6899271.458788038
31225,9328467.666551897
31226,7372266.012123286
31227,7505381.369311235
31228,12655570.546965921
31229,5688859.920095026
31230,7858274.554029615
31231,3350000.3435462993
31232,5509616.867685287
31233,4815154.791851841
31234,5265067.355542961
31235,4722316.267005426
31236,5969157.933992853
31237,11372195.889328187
31238,4978403.245148024
31239,12859399.601249395
31240,6561449.572364614
31241,4978403.245148024
31242,6858369.377589377
31243,3863146.190784229
31244,7070159.908401322
31245,7379662.900981491
31246,8654688.92223958
31247,4742073.79378891
31248,7366305.870716763
31249,7844020.722842983
31250,6228909.732375571
31251,6860264.536120658
31252,7550915.430833866
31253,8143947.879006674
31254,8971108.832938192
31255,11745357.750338616
31256,6227061.285890069
31257,4749049.763019087
31258,8764224.710384972
31259,7821624.250075016
31260,7723195.945262986
31261,14652152.276681624
31262,6002441.952692058
31263,6002727.034827027
31264,3036275.758009616
31265,7535270.035880856
31266,7946656.422602915
31267,3486156.4550532354
31268,3776725.4203707115
31269,8474280.578746842
31270,3749281.4115892467
31271,4689397.039363425
31272,10060382.065894835
31273,7381050.124324238
31274,4862803.8696912965
31275,4719635.585749764
31276,6403083.339895183
31277,4862817.50875952
31278,10495754.772895131
31279,12215462.29847499
31280,8311437.98719964
31281,7572774.717886953
31282,10318381.576935524
31283,8278341.2846822245
31284,3780058.572243643
31285,4340071.257584691
31286,7920404.452599305
31287,8351305.172755085
31288,4806712.002650781
31289,9297204.247800369
31290,6781269.8728236575
31291,6767079.846562421
31292,3132245.5887835426
31293,7804469.918595249
31294,3051180.9523169105
31295,13524263.132230256
31296,7437923.330759093
31297,6870837.7488747295
31298,3082585.5878603784
31299,7759023.594267285
31300,7163576.185573895
31301,7708846.013074413
31302,7292784.383362095
31303,7248443.648876941
31304,6654761.536692192
31305,13030775.628299655
31306,2259051.693064346
31307,6769880.369435954
31308,8101931.451352233
31309,8495620.13188952
31310,22855627.35901719
31311,6260249.165864829
31312,5064411.444955364
31313,11726634.008911353
31314,5056654.569868507
31315,8242023.150300617
31316,10199869.062251475
31317,13508197.68471124
31318,8300110.8934780415
31319,5341327.492558544
31320,5961782.986247994
31321,7357028.554853792
31322,13863736.373636406
31323,8306072.426185512
31324,7140896.376121567
31325,5383129.495100152
31326,4907909.821904836
31327,7394140.752004089
31328,11865625.632969381
31329,4753814.461330393
31330,8389075.19332037
31331,8579866.97259223
31332,4755398.631599767
31333,4442951.19285653
31334,3776725.4203707115
31335,5111657.101829833
31336,7992356.03903398
31337,5830383.356307997
31338,3614439.7601149646
31339,4420799.004315805
31340,6456609.141926008
31341,7838624.079758812
31342,4701062.235073153
31343,2442698.314124975
31344,3322722.9487356665
31345,4351885.535802888
31346,3079872.6784155145
31347,8103437.188407445
31348,10613777.03086552
31349,9889918.604652217
31350,2848369.526037654
31351,5103752.258856493
31352,8086424.419045432
31353,4901614.852256722
31354,6636720.600335791
31355,10935537.073207151
31356,4668704.808969836
31357,4308975.30855684
31358,2563422.1264020996
31359,7597788.351458336
31360,9985393.051338345
31361,4849520.485741959
31362,8036950.713102107
31363,4657035.560238664
31364,4035433.2753490587
31365,2657508.4673771714
31366,8436961.766912006
31367,8145387.164484404
31368,6337572.265855461
31369,4067618.8932906906
31370,9233973.142726315
31371,9241597.683935719
31372,5121104.518165972
31373,4928586.010383789
31374,5853714.322189081
31375,4899907.128191336
31376,5026973.032905565
31377,10541388.126381032
31378,6630069.889939587
31379,22023475.01690427
31380,4871245.554498871
31381,7534538.893225556
31382,4889799.5526489
31383,9117595.594697036
31384,20218918.780945376
31385,14180558.324446032
31386,7036577.437618373
31387,12514772.066446507
31388,4665432.844372019
31389,4207141.681996135
31390,7850779.981374222
31391,4719258.675944798
31392,10088699.973940972
31393,8822406.129284931
31394,5539158.07574213
31395,3749976.5072710593
31396,9283909.17838799
31397,5892349.069418583
31398,4214541.603319495
31399,11699614.037806965
31400,5551595.203524369
31401,9375618.77993566
31402,10315694.23011366
31403,4418849.9427508265
31404,4648909.439524971
31405,6198819.9457384
31406,9047269.985523779
31407,2459357.0607037167
31408,7550915.430833866
31409,2893362.5914995573
31410,11913925.089480925
31411,8174332.604924433
31412,9564207.478463806
31413,8179007.391649762
31414,5459528.299462568
31415,10581183.796145767
31416,5620830.872824545
31417,4738217.283312212
31418,8545272.085628439
31419,9508142.798798312
31420,8481910.127898837
31421,6181042.587805132
31422,7090036.157189284
31423,7070159.908401322
31424,16800912.275672846
31425,5214090.245739824
31426,4370252.229081893
31427,5354304.986990113
31428,8452109.31309089
31429,11561273.355960842
31430,4049828.9709056932
31431,5373995.445502998
31432,5246404.477167408
31433,5461562.448141677
31434,3081868.1170672243
31435,11118529.360779727
31436,7663233.1795232445
31437,10882330.779231424
31438,7549026.980815784
31439,19949138.808268886
31440,6602641.213590466
31441,5666214.009492231
31442,9333312.583235664
31443,11330045.760691673
31444,6688334.342745586
31445,9635590.88683432
31446,9304294.499178076
31447,5442458.129131748
31448,9757159.685528474
31449,7469892.909081839
31450,6371373.507031019
31451,8392113.560980672
31452,8946178.82025243
31453,4837703.396806424
31454,6032916.454858239
31455,7873013.29937641
31456,4418849.9427508265
31457,5718230.777868296
31458,12623575.877387043
31459,7220763.969666243
31460,4418849.9427508265
31461,4219337.93204396
31462,2450867.238828514
31463,5383750.552112183
31464,5907990.67343514
31465,5407799.341608807
31466,23255416.336501557
31467,2781191.3698590235
31468,10223525.901013093
31469,4780237.825139591
31470,4699554.677013787
31471,11356125.602609653
31472,2577941.509539924
31473,8038161.264806229
31474,3475639.9221647214
31475,5464581.871759168
31476,17039788.982711278
31477,6905418.810055324
31478,4666264.473910251
31479,6135033.964725321
31480,7195799.134075722
31481,8613325.55447367
31482,10007519.77527547
31483,9665683.637447096
31484,9147549.913653176
31485,2803595.4933602666
31486,1964392.7765776922
31487,4317622.185873637
31488,10726632.669097573
31489,8169089.539175302
31490,5780369.731142131
31491,5940567.148136314
31492,8515469.761990042
31493,9441036.822168956
31494,5802366.64832595
31495,5301530.926653117
31496,7947198.594840278
31497,4413506.387843851
31498,9211987.645408567
31499,11499983.705408597
31500,9424033.45492937
31501,7390426.957619048
31502,8890681.001966229
31503,4892048.233918068
31504,8748372.591812663
31505,10476336.543517446
31506,7807973.70258467
31507,6072315.0922763655
31508,6938164.6978663
31509,4974209.8751588175
31510,6270667.212146277
31511,4418849.9427508265
31512,7768622.727733886
31513,15965108.88750752
31514,14962288.745843058
31515,2077773.7938610767
31516,12262911.409033084
31517,5438996.582420271
31518,8281088.437388175
31519,5663870.6267826725
31520,5273251.4501726255
31521,4810021.256863511
31522,4798146.1826194255
31523,7333431.723225336
31524,7910822.853209956
31525,10215542.665764466
31526,5337317.713771091
31527,11188807.541151216
31528,4456106.671209695
31529,5034225.357812272
31530,6342659.688995586
31531,8232786.939547533
31532,5337317.713771091
31533,13433697.528233
31534,7700520.892523281
31535,8200299.489841055
31536,9335587.595641123
31537,4585335.080238231
31538,4618891.772095621
31539,3075030.231027388
31540,7301658.092883768
31541,2588455.545605245
31542,4601653.988428354
31543,2657508.4673771714
31544,4418849.9427508265
31545,7431206.781106679
31546,10868839.171520997
31547,7074678.792776701
31548,5212590.398047228
31549,6228909.732375571
31550,5148693.613422219
31551,5627395.7203594865
31552,6823754.5721424315
31553,6724351.144308622
31554,7152467.157418322
31555,4697046.064820344
31556,5892349.069418583
31557,5898285.684101182
31558,8351305.172755085
31559,2588455.545605245
31560,5892349.069418583
31561,8634798.467580246
31562,21854683.147575695
31563,2700215.794151543
31564,8627444.367021976
31565,7218010.125079112
31566,6498743.991396003
31567,12158659.668058643
31568,8600282.107865088
31569,5264698.970584517
31570,7636240.201301643
31571,5088144.399176489
31572,2695772.7945907777
31573,4678546.392314667
31574,10785196.63176715
31575,5973449.65069527
31576,11804399.257352065
31577,3882455.283079753
31578,5038978.8395164255
31579,4752126.655620016
31580,6889567.99993264
31581,6027311.855349909
31582,6521455.641915304
31583,9724214.138710499
31584,3645798.2719687074
31585,5341327.492558544
31586,10653598.210500102
31587,11363220.7250078
31588,8466902.332849853
31589,2965477.556949016
31590,7996793.8875258695
31591,7360847.83569403
31592,7357028.554853792
31593,9060035.2408797
31594,6939223.880516118
31595,6171387.429068956
31596,3211026.6540212277
31597,5646661.287435652
31598,3151878.9537329534
31599,10617846.994933316
31600,7200383.595461836
31601,12815145.884847086
31602,4973272.916233445
31603,10554260.84117267
31604,3312224.940039398
31605,4418849.9427508265
31606,6377715.261602054
31607,7255350.338524904
31608,4973272.916233445
31609,5500368.953881694
31610,7999928.62868657
31611,7999482.6490344275
31612,5361108.023595959
31613,4067618.8932906906
31614,12287046.29917917
31615,7663233.1795232445
31616,8370442.7200951
31617,5597805.713911155
31618,6872805.495656642
31619,9416683.068905918
31620,5066240.407660414
31621,7551366.127121403
31622,17843309.675961427
31623,7377485.581886991
31624,4624596.850915225
31625,9375949.429358976
31626,5421030.337434872
31627,6755248.398396493
31628,8966836.526520744
31629,10418996.744109632
31630,2764049.5706366124
31631,5892501.874786093
31632,11386140.663141437
31633,4615970.341113966
31634,8220455.0838091755
31635,10850467.134619482
31636,5496593.297657723
31637,4804698.634226247
31638,6037690.32118828
31639,2826726.261571759
31640,11324102.936547976
31641,3519259.1320560765
31642,2736653.3872878663
31643,8775477.176145146
31644,9366698.643332167
31645,8243508.811826707
31646,9051165.270277759
31647,4902522.080097412
31648,9494297.498669023
31649,5159020.2290037405
31650,6045834.656215023
31651,11320194.624480486
31652,6212332.375286086
31653,4569556.8176171575
31654,6655564.030624761
31655,4278798.848214932
31656,14926753.665094897
31657,6690952.0166626815
31658,5222928.255320015
31659,6653707.775458171
31660,4885643.559497878
31661,5111957.026926015
31662,7572774.717886953
31663,3084935.654447848
31664,2891663.9339471506
31665,3447227.365011293
31666,5206776.373997376
31667,6174376.855652581
31668,6930502.615946776
31669,11169249.21510576
31670,7595652.698069916
31671,6956769.028620058
31672,7077555.078835748
31673,9189813.248126023
31674,8151128.131636964
31675,8319777.819781485
31676,6679876.237336298
31677,3995803.6609959183
31678,5396380.303873946
31679,8153815.3014541585
31680,4766336.068127747
31681,7622375.198318099
31682,3189257.606480737
31683,5341327.492558544
31684,3882455.283079753
31685,2657508.4673771714
31686,11853158.400721645
31687,8705187.06742863
31688,8103059.590883206
31689,3450462.020359858
31690,5332897.894111764
31691,3196634.929206949
31692,8868576.26099293
31693,5720145.969878139
31694,13863736.373636406
31695,7572774.717886953
31696,2442698.314124975
31697,3882455.283079753
31698,2459357.0607037167
31699,5201361.597544825
31700,4765124.3248604145
31701,9038318.749089744
31702,6489057.218000854
31703,7693552.013789976
31704,5362309.233462973
31705,11875646.120877339
31706,6550091.120546956
31707,10420281.24366442
31708,7672259.377021775
31709,4159003.90176351
31710,9831411.47687171
31711,6408185.354981355
31712,8490910.368386319
31713,6828978.69383092
31714,4976416.908083543
31715,4612413.055520214
31716,5321504.522252646
31717,8890196.56355296
31718,4200751.243773494
31719,5914472.601520526
31720,8144525.312845963
31721,3834033.1370124067
31722,8054935.478642357
31723,6401899.79074313
31724,6625529.77027613
31725,4418849.9427508265
31726,11797129.137651954
31727,6422047.1710689245
31728,4411869.936913209
31729,6870483.657186748
